job_title,company,location,description,skills_list,date_posted
Data Analyst,Capgemini,Bangalore,"Looking for a candidate with experience in TensorFlow, Spark, Docker, Node.js, Kubernetes, Scikit-learn.","TensorFlow, Spark, Docker, Node.js, Kubernetes, Scikit-learn",2024-10-18
DevOps Engineer,Adobe,Chennai,"Looking for a candidate with experience in TensorFlow, Tableau, Power BI, SQL, Scikit-learn, React.","TensorFlow, Tableau, Power BI, SQL, Scikit-learn, React",2024-01-31
Software Engineer,Oracle,Delhi,"Looking for a candidate with experience in Python, React, PyTorch, Node.js, Kubernetes, Machine Learning.","Python, React, PyTorch, Node.js, Kubernetes, Machine Learning",2023-06-17
Software Engineer,Accenture,Bangalore,"Looking for a candidate with experience in Deep Learning, SQL, Python, NumPy, Machine Learning.","Deep Learning, SQL, Python, NumPy, Machine Learning",2023-12-28
Software Engineer,Adobe,Hyderabad,"Looking for a candidate with experience in SQL, Scikit-learn, Power BI, React, Node.js.","SQL, Scikit-learn, Power BI, React, Node.js",2023-10-04
Machine Learning Engineer,IBM,Chennai,"Looking for a candidate with experience in React, Scikit-learn, Deep Learning, Python, AWS.","React, Scikit-learn, Deep Learning, Python, AWS",2023-09-09
Cloud Engineer,Oracle,Pune,"Looking for a candidate with experience in AWS, SQL, Scikit-learn, Java, Node.js, Python.","AWS, SQL, Scikit-learn, Java, Node.js, Python",2023-01-25
Software Engineer,IBM,Chennai,"Looking for a candidate with experience in PyTorch, NLP, Docker, TensorFlow.","PyTorch, NLP, Docker, TensorFlow",2023-03-29
Machine Learning Engineer,Google,Mumbai,"Looking for a candidate with experience in Deep Learning, Kubernetes, AWS, SQL.","Deep Learning, Kubernetes, AWS, SQL",2023-02-16
AI Engineer,Adobe,Bangalore,"Looking for a candidate with experience in NumPy, Docker, Java, Kubernetes, Scikit-learn, React.","NumPy, Docker, Java, Kubernetes, Scikit-learn, React",2023-04-22
DevOps Engineer,Microsoft,Delhi,"Looking for a candidate with experience in Tableau, Pandas, Spark, Scikit-learn, AWS, Deep Learning.","Tableau, Pandas, Spark, Scikit-learn, AWS, Deep Learning",2023-10-03
Cloud Engineer,Capgemini,Chennai,"Looking for a candidate with experience in AWS, NumPy, React, TensorFlow, SQL, Hadoop.","AWS, NumPy, React, TensorFlow, SQL, Hadoop",2024-05-07
Machine Learning Engineer,Accenture,Pune,"Looking for a candidate with experience in Pandas, SQL, Scikit-learn, TensorFlow, Deep Learning, Power BI.","Pandas, SQL, Scikit-learn, TensorFlow, Deep Learning, Power BI",2024-03-14
Data Analyst,Capgemini,Hyderabad,"Looking for a candidate with experience in Scikit-learn, Spark, Python, Pandas, TensorFlow, React, AWS.","Scikit-learn, Spark, Python, Pandas, TensorFlow, React, AWS",2023-07-03
Cloud Engineer,Meta,Mumbai,"Looking for a candidate with experience in Deep Learning, Node.js, NumPy, Machine Learning, Python, NLP, Pandas.","Deep Learning, Node.js, NumPy, Machine Learning, Python, NLP, Pandas",2024-04-05
Backend Developer,IBM,Hyderabad,"Looking for a candidate with experience in Java, Deep Learning, Tableau, Hadoop.","Java, Deep Learning, Tableau, Hadoop",2024-03-30
Machine Learning Engineer,Flipkart,Hyderabad,"Looking for a candidate with experience in PyTorch, Docker, Kubernetes, Hadoop.","PyTorch, Docker, Kubernetes, Hadoop",2024-05-29
Cloud Engineer,IBM,Hyderabad,"Looking for a candidate with experience in Scikit-learn, TensorFlow, Machine Learning, Java, Hadoop.","Scikit-learn, TensorFlow, Machine Learning, Java, Hadoop",2023-03-18
Machine Learning Engineer,Microsoft,Hyderabad,"Looking for a candidate with experience in Machine Learning, SQL, Hadoop, Java, Python.","Machine Learning, SQL, Hadoop, Java, Python",2023-02-06
Backend Developer,Google,Chennai,"Looking for a candidate with experience in Pandas, Tableau, Scikit-learn, SQL, Hadoop.","Pandas, Tableau, Scikit-learn, SQL, Hadoop",2024-05-10
NLP Engineer,Accenture,Delhi,"Looking for a candidate with experience in React, TensorFlow, Python, AWS, NumPy.","React, TensorFlow, Python, AWS, NumPy",2024-04-08
Software Engineer,Flipkart,Bangalore,"Looking for a candidate with experience in Hadoop, React, SQL, Tableau, Deep Learning, AWS, Python.","Hadoop, React, SQL, Tableau, Deep Learning, AWS, Python",2023-07-28
Data Scientist,TCS,Chennai,"Looking for a candidate with experience in NumPy, Scikit-learn, Tableau, Machine Learning, Python.","NumPy, Scikit-learn, Tableau, Machine Learning, Python",2024-07-07
Data Analyst,Meta,Hyderabad,"Looking for a candidate with experience in Machine Learning, Python, Power BI, Node.js, Pandas.","Machine Learning, Python, Power BI, Node.js, Pandas",2024-07-21
Cloud Engineer,Microsoft,Pune,"Looking for a candidate with experience in Spark, Kubernetes, Node.js, AWS, Power BI.","Spark, Kubernetes, Node.js, AWS, Power BI",2023-01-08
Data Scientist,TCS,Bangalore,"Looking for a candidate with experience in TensorFlow, Python, NLP, NumPy.","TensorFlow, Python, NLP, NumPy",2023-01-19
Full Stack Developer,Flipkart,Pune,"Looking for a candidate with experience in SQL, PyTorch, Machine Learning, Spark.","SQL, PyTorch, Machine Learning, Spark",2024-08-15
Data Scientist,Infosys,Bangalore,"Looking for a candidate with experience in SQL, Hadoop, Pandas, PyTorch, Scikit-learn.","SQL, Hadoop, Pandas, PyTorch, Scikit-learn",2024-09-01
NLP Engineer,IBM,Mumbai,"Looking for a candidate with experience in NLP, Scikit-learn, React, Pandas, NumPy, Kubernetes.","NLP, Scikit-learn, React, Pandas, NumPy, Kubernetes",2024-02-25
Machine Learning Engineer,IBM,Chennai,"Looking for a candidate with experience in AWS, Power BI, Hadoop, Tableau, Node.js, Docker.","AWS, Power BI, Hadoop, Tableau, Node.js, Docker",2024-08-04
AI Engineer,IBM,Pune,"Looking for a candidate with experience in Node.js, Deep Learning, Hadoop, AWS, Docker, Pandas.","Node.js, Deep Learning, Hadoop, AWS, Docker, Pandas",2023-12-15
Cloud Engineer,Flipkart,Hyderabad,"Looking for a candidate with experience in Hadoop, NumPy, Deep Learning, Python, Power BI.","Hadoop, NumPy, Deep Learning, Python, Power BI",2024-06-14
Cloud Engineer,Infosys,Chennai,"Looking for a candidate with experience in PyTorch, Kubernetes, Spark, React.","PyTorch, Kubernetes, Spark, React",2023-06-28
Machine Learning Engineer,TCS,Bangalore,"Looking for a candidate with experience in Java, PyTorch, Node.js, Python, React, Pandas, Kubernetes.","Java, PyTorch, Node.js, Python, React, Pandas, Kubernetes",2023-03-25
Data Analyst,Adobe,Hyderabad,"Looking for a candidate with experience in Scikit-learn, Docker, Power BI, PyTorch, React.","Scikit-learn, Docker, Power BI, PyTorch, React",2023-05-26
AI Engineer,Flipkart,Pune,"Looking for a candidate with experience in Java, Kubernetes, Scikit-learn, Hadoop, Spark.","Java, Kubernetes, Scikit-learn, Hadoop, Spark",2023-10-05
Cloud Engineer,Capgemini,Bangalore,"Looking for a candidate with experience in Tableau, PyTorch, TensorFlow, SQL, Java, React.","Tableau, PyTorch, TensorFlow, SQL, Java, React",2024-05-02
Data Scientist,TCS,Pune,"Looking for a candidate with experience in NLP, AWS, SQL, Spark, Tableau, PyTorch.","NLP, AWS, SQL, Spark, Tableau, PyTorch",2024-05-29
Cloud Engineer,IBM,Mumbai,"Looking for a candidate with experience in Hadoop, Power BI, SQL, AWS, Deep Learning.","Hadoop, Power BI, SQL, AWS, Deep Learning",2024-10-24
DevOps Engineer,Oracle,Bangalore,"Looking for a candidate with experience in Hadoop, Node.js, Spark, NumPy, Kubernetes, SQL.","Hadoop, Node.js, Spark, NumPy, Kubernetes, SQL",2023-09-20
AI Engineer,Microsoft,Bangalore,"Looking for a candidate with experience in PyTorch, Python, Machine Learning, Hadoop, Kubernetes.","PyTorch, Python, Machine Learning, Hadoop, Kubernetes",2023-02-15
Cloud Engineer,Accenture,Pune,"Looking for a candidate with experience in Spark, Java, Machine Learning, Pandas, Tableau, Deep Learning.","Spark, Java, Machine Learning, Pandas, Tableau, Deep Learning",2024-11-17
Software Engineer,Infosys,Mumbai,"Looking for a candidate with experience in SQL, Node.js, Docker, TensorFlow, React, Python, Java.","SQL, Node.js, Docker, TensorFlow, React, Python, Java",2024-03-18
Data Analyst,Oracle,Pune,"Looking for a candidate with experience in Docker, Python, PyTorch, NumPy, AWS.","Docker, Python, PyTorch, NumPy, AWS",2023-12-04
NLP Engineer,Flipkart,Mumbai,"Looking for a candidate with experience in Node.js, NLP, NumPy, SQL, React, PyTorch, TensorFlow.","Node.js, NLP, NumPy, SQL, React, PyTorch, TensorFlow",2023-09-20
AI Engineer,TCS,Hyderabad,"Looking for a candidate with experience in PyTorch, SQL, AWS, Hadoop, Pandas.","PyTorch, SQL, AWS, Hadoop, Pandas",2024-08-02
Software Engineer,Capgemini,Delhi,"Looking for a candidate with experience in NLP, Node.js, React, SQL, Pandas, Python, Machine Learning.","NLP, Node.js, React, SQL, Pandas, Python, Machine Learning",2023-09-13
Full Stack Developer,Accenture,Hyderabad,"Looking for a candidate with experience in React, SQL, Python, Spark.","React, SQL, Python, Spark",2024-11-19
Cloud Engineer,Meta,Chennai,"Looking for a candidate with experience in PyTorch, Spark, SQL, Pandas, TensorFlow, NLP.","PyTorch, Spark, SQL, Pandas, TensorFlow, NLP",2024-07-07
NLP Engineer,Adobe,Bangalore,"Looking for a candidate with experience in Docker, Spark, React, Kubernetes, AWS, Pandas.","Docker, Spark, React, Kubernetes, AWS, Pandas",2023-07-14
Software Engineer,Oracle,Delhi,"Looking for a candidate with experience in Pandas, Power BI, Tableau, AWS, Java.","Pandas, Power BI, Tableau, AWS, Java",2024-03-22
Data Scientist,Infosys,Bangalore,"Looking for a candidate with experience in Docker, Tableau, SQL, Machine Learning, Python, React, Hadoop.","Docker, Tableau, SQL, Machine Learning, Python, React, Hadoop",2024-01-04
NLP Engineer,Meta,Hyderabad,"Looking for a candidate with experience in Spark, SQL, Hadoop, Node.js, Docker.","Spark, SQL, Hadoop, Node.js, Docker",2024-01-24
Software Engineer,Accenture,Mumbai,"Looking for a candidate with experience in TensorFlow, NumPy, SQL, Python.","TensorFlow, NumPy, SQL, Python",2023-11-12
Cloud Engineer,Microsoft,Delhi,"Looking for a candidate with experience in SQL, PyTorch, React, Scikit-learn, NLP, Spark.","SQL, PyTorch, React, Scikit-learn, NLP, Spark",2023-06-26
Machine Learning Engineer,Accenture,Mumbai,"Looking for a candidate with experience in Docker, SQL, Tableau, Python, TensorFlow, React.","Docker, SQL, Tableau, Python, TensorFlow, React",2023-02-16
Cloud Engineer,Adobe,Bangalore,"Looking for a candidate with experience in Python, Scikit-learn, NLP, React, Deep Learning, Node.js.","Python, Scikit-learn, NLP, React, Deep Learning, Node.js",2023-09-07
Cloud Engineer,TCS,Chennai,"Looking for a candidate with experience in Pandas, Java, React, Python.","Pandas, Java, React, Python",2023-07-19
Machine Learning Engineer,Oracle,Hyderabad,"Looking for a candidate with experience in SQL, Tableau, React, Kubernetes, TensorFlow, Power BI, Node.js.","SQL, Tableau, React, Kubernetes, TensorFlow, Power BI, Node.js",2024-04-09
Backend Developer,Amazon,Mumbai,"Looking for a candidate with experience in Python, Java, NLP, Scikit-learn, AWS, Tableau, React.","Python, Java, NLP, Scikit-learn, AWS, Tableau, React",2023-03-29
DevOps Engineer,Flipkart,Chennai,"Looking for a candidate with experience in NumPy, Docker, Pandas, Java.","NumPy, Docker, Pandas, Java",2024-03-11
DevOps Engineer,Flipkart,Delhi,"Looking for a candidate with experience in PyTorch, Tableau, Spark, TensorFlow, Java, Kubernetes.","PyTorch, Tableau, Spark, TensorFlow, Java, Kubernetes",2023-08-19
Full Stack Developer,Infosys,Mumbai,"Looking for a candidate with experience in Kubernetes, Machine Learning, SQL, PyTorch, NLP, NumPy.","Kubernetes, Machine Learning, SQL, PyTorch, NLP, NumPy",2023-08-21
Software Engineer,Amazon,Hyderabad,"Looking for a candidate with experience in Tableau, Deep Learning, TensorFlow, Docker, Java.","Tableau, Deep Learning, TensorFlow, Docker, Java",2023-05-09
Data Analyst,IBM,Chennai,"Looking for a candidate with experience in TensorFlow, PyTorch, NumPy, Spark, React, Power BI.","TensorFlow, PyTorch, NumPy, Spark, React, Power BI",2024-08-29
Data Analyst,Flipkart,Bangalore,"Looking for a candidate with experience in Kubernetes, NLP, AWS, Java, Scikit-learn.","Kubernetes, NLP, AWS, Java, Scikit-learn",2023-01-01
Backend Developer,Capgemini,Hyderabad,"Looking for a candidate with experience in Machine Learning, PyTorch, Hadoop, AWS, NumPy, Java, Python.","Machine Learning, PyTorch, Hadoop, AWS, NumPy, Java, Python",2024-02-11
Data Scientist,Flipkart,Hyderabad,"Looking for a candidate with experience in Scikit-learn, AWS, Python, Pandas, SQL.","Scikit-learn, AWS, Python, Pandas, SQL",2023-10-27
Cloud Engineer,Google,Pune,"Looking for a candidate with experience in SQL, Tableau, Kubernetes, Power BI, AWS, Scikit-learn.","SQL, Tableau, Kubernetes, Power BI, AWS, Scikit-learn",2024-06-19
Full Stack Developer,TCS,Bangalore,"Looking for a candidate with experience in Docker, NLP, Hadoop, TensorFlow, Power BI, Java.","Docker, NLP, Hadoop, TensorFlow, Power BI, Java",2024-06-11
AI Engineer,Google,Mumbai,"Looking for a candidate with experience in Machine Learning, Scikit-learn, Spark, Kubernetes, Hadoop.","Machine Learning, Scikit-learn, Spark, Kubernetes, Hadoop",2024-02-14
Data Analyst,TCS,Hyderabad,"Looking for a candidate with experience in Hadoop, Tableau, SQL, Python, Docker, TensorFlow, AWS.","Hadoop, Tableau, SQL, Python, Docker, TensorFlow, AWS",2024-07-05
Software Engineer,Oracle,Chennai,"Looking for a candidate with experience in Tableau, Power BI, SQL, PyTorch, Pandas, Machine Learning.","Tableau, Power BI, SQL, PyTorch, Pandas, Machine Learning",2023-02-13
Backend Developer,Meta,Chennai,"Looking for a candidate with experience in NumPy, AWS, Deep Learning, Docker, SQL, React, Tableau.","NumPy, AWS, Deep Learning, Docker, SQL, React, Tableau",2023-01-04
Software Engineer,Adobe,Delhi,"Looking for a candidate with experience in PyTorch, Kubernetes, Docker, TensorFlow.","PyTorch, Kubernetes, Docker, TensorFlow",2023-03-30
Software Engineer,Infosys,Bangalore,"Looking for a candidate with experience in Node.js, Tableau, Pandas, Kubernetes, Hadoop.","Node.js, Tableau, Pandas, Kubernetes, Hadoop",2024-02-07
Cloud Engineer,Google,Chennai,"Looking for a candidate with experience in Python, React, TensorFlow, Machine Learning.","Python, React, TensorFlow, Machine Learning",2023-09-07
Machine Learning Engineer,Microsoft,Delhi,"Looking for a candidate with experience in Power BI, Node.js, Hadoop, TensorFlow, Docker, React, PyTorch.","Power BI, Node.js, Hadoop, TensorFlow, Docker, React, PyTorch",2024-06-14
Data Scientist,Infosys,Mumbai,"Looking for a candidate with experience in SQL, Pandas, Deep Learning, NLP, Docker, Scikit-learn.","SQL, Pandas, Deep Learning, NLP, Docker, Scikit-learn",2023-11-28
DevOps Engineer,Infosys,Pune,"Looking for a candidate with experience in React, Docker, Kubernetes, TensorFlow, NLP, SQL.","React, Docker, Kubernetes, TensorFlow, NLP, SQL",2023-12-24
Full Stack Developer,Meta,Hyderabad,"Looking for a candidate with experience in TensorFlow, Power BI, Hadoop, Tableau, Node.js, SQL.","TensorFlow, Power BI, Hadoop, Tableau, Node.js, SQL",2023-12-31
Cloud Engineer,Flipkart,Mumbai,"Looking for a candidate with experience in React, Scikit-learn, Power BI, Docker, SQL.","React, Scikit-learn, Power BI, Docker, SQL",2024-09-17
Data Analyst,Capgemini,Hyderabad,"Looking for a candidate with experience in Deep Learning, AWS, NumPy, Hadoop, NLP, TensorFlow.","Deep Learning, AWS, NumPy, Hadoop, NLP, TensorFlow",2024-11-01
DevOps Engineer,Microsoft,Mumbai,"Looking for a candidate with experience in Machine Learning, AWS, PyTorch, Python.","Machine Learning, AWS, PyTorch, Python",2024-01-08
AI Engineer,Infosys,Mumbai,"Looking for a candidate with experience in Docker, Pandas, Node.js, Deep Learning, NumPy.","Docker, Pandas, Node.js, Deep Learning, NumPy",2024-10-11
Cloud Engineer,Flipkart,Chennai,"Looking for a candidate with experience in Hadoop, Node.js, Pandas, TensorFlow, Deep Learning, React.","Hadoop, Node.js, Pandas, TensorFlow, Deep Learning, React",2023-05-26
Software Engineer,IBM,Pune,"Looking for a candidate with experience in AWS, Java, React, PyTorch, Machine Learning, Python.","AWS, Java, React, PyTorch, Machine Learning, Python",2024-07-12
Machine Learning Engineer,Microsoft,Delhi,"Looking for a candidate with experience in Hadoop, React, Tableau, PyTorch, NumPy, Machine Learning, NLP.","Hadoop, React, Tableau, PyTorch, NumPy, Machine Learning, NLP",2023-01-08
Backend Developer,Adobe,Bangalore,"Looking for a candidate with experience in SQL, NumPy, React, TensorFlow.","SQL, NumPy, React, TensorFlow",2023-05-02
DevOps Engineer,Adobe,Hyderabad,"Looking for a candidate with experience in NumPy, Hadoop, NLP, Pandas.","NumPy, Hadoop, NLP, Pandas",2024-11-23
Machine Learning Engineer,Google,Pune,"Looking for a candidate with experience in Java, Spark, Machine Learning, Tableau.","Java, Spark, Machine Learning, Tableau",2024-03-26
Data Analyst,Oracle,Hyderabad,"Looking for a candidate with experience in TensorFlow, Scikit-learn, Power BI, Hadoop, Kubernetes.","TensorFlow, Scikit-learn, Power BI, Hadoop, Kubernetes",2023-01-14
AI Engineer,TCS,Pune,"Looking for a candidate with experience in NumPy, React, SQL, TensorFlow.","NumPy, React, SQL, TensorFlow",2023-12-10
Backend Developer,IBM,Delhi,"Looking for a candidate with experience in Power BI, Kubernetes, Machine Learning, React, Scikit-learn, NumPy.","Power BI, Kubernetes, Machine Learning, React, Scikit-learn, NumPy",2024-02-14
Full Stack Developer,Oracle,Delhi,"Looking for a candidate with experience in Docker, Python, React, Node.js.","Docker, Python, React, Node.js",2023-08-23
NLP Engineer,Flipkart,Mumbai,"Looking for a candidate with experience in React, AWS, Scikit-learn, NLP, Machine Learning, Spark, Deep Learning.","React, AWS, Scikit-learn, NLP, Machine Learning, Spark, Deep Learning",2024-03-10
DevOps Engineer,Infosys,Mumbai,"Looking for a candidate with experience in Scikit-learn, Kubernetes, SQL, Node.js, NumPy, TensorFlow.","Scikit-learn, Kubernetes, SQL, Node.js, NumPy, TensorFlow",2024-08-03
DevOps Engineer,Capgemini,Bangalore,"Looking for a candidate with experience in Java, Pandas, Docker, Machine Learning, Tableau, Kubernetes, TensorFlow.","Java, Pandas, Docker, Machine Learning, Tableau, Kubernetes, TensorFlow",2024-08-28
AI Engineer,Infosys,Pune,"Looking for a candidate with experience in React, NumPy, TensorFlow, Pandas, Java, Kubernetes.","React, NumPy, TensorFlow, Pandas, Java, Kubernetes",2024-04-19
Backend Developer,Oracle,Hyderabad,"Looking for a candidate with experience in NLP, Hadoop, Machine Learning, Docker.","NLP, Hadoop, Machine Learning, Docker",2024-07-15
DevOps Engineer,Meta,Hyderabad,"Looking for a candidate with experience in Scikit-learn, NumPy, NLP, Hadoop, Pandas, Kubernetes, Java.","Scikit-learn, NumPy, NLP, Hadoop, Pandas, Kubernetes, Java",2024-06-30
Data Analyst,Amazon,Hyderabad,"Looking for a candidate with experience in Docker, Machine Learning, Python, Kubernetes, SQL.","Docker, Machine Learning, Python, Kubernetes, SQL",2024-08-25
Machine Learning Engineer,Adobe,Delhi,"Looking for a candidate with experience in PyTorch, Deep Learning, AWS, NumPy, Python.","PyTorch, Deep Learning, AWS, NumPy, Python",2023-09-22
Data Scientist,Amazon,Chennai,"Looking for a candidate with experience in Kubernetes, Scikit-learn, Node.js, Spark, Java, NLP.","Kubernetes, Scikit-learn, Node.js, Spark, Java, NLP",2024-09-24
DevOps Engineer,Oracle,Mumbai,"Looking for a candidate with experience in React, Python, NumPy, Node.js, Java, NLP.","React, Python, NumPy, Node.js, Java, NLP",2024-01-25
Software Engineer,TCS,Mumbai,"Looking for a candidate with experience in Deep Learning, Power BI, NumPy, Java, React, Hadoop, Node.js.","Deep Learning, Power BI, NumPy, Java, React, Hadoop, Node.js",2023-12-08
Data Analyst,Infosys,Chennai,"Looking for a candidate with experience in NumPy, NLP, Java, PyTorch, Docker.","NumPy, NLP, Java, PyTorch, Docker",2024-10-21
Machine Learning Engineer,Google,Chennai,"Looking for a candidate with experience in Pandas, Tableau, NLP, Machine Learning, Deep Learning, TensorFlow.","Pandas, Tableau, NLP, Machine Learning, Deep Learning, TensorFlow",2024-07-11
Data Scientist,TCS,Mumbai,"Looking for a candidate with experience in SQL, Python, NumPy, NLP, TensorFlow, React.","SQL, Python, NumPy, NLP, TensorFlow, React",2024-05-03
Data Scientist,TCS,Pune,"Looking for a candidate with experience in NumPy, Spark, AWS, PyTorch.","NumPy, Spark, AWS, PyTorch",2023-08-06
DevOps Engineer,Google,Delhi,"Looking for a candidate with experience in PyTorch, Node.js, TensorFlow, React, Hadoop, Spark, Tableau.","PyTorch, Node.js, TensorFlow, React, Hadoop, Spark, Tableau",2024-08-18
NLP Engineer,TCS,Hyderabad,"Looking for a candidate with experience in Deep Learning, Power BI, Docker, Scikit-learn.","Deep Learning, Power BI, Docker, Scikit-learn",2024-05-21
NLP Engineer,Accenture,Pune,"Looking for a candidate with experience in NLP, Hadoop, PyTorch, Kubernetes.","NLP, Hadoop, PyTorch, Kubernetes",2023-06-07
Software Engineer,Amazon,Bangalore,"Looking for a candidate with experience in Node.js, Python, Deep Learning, Pandas, Scikit-learn, React.","Node.js, Python, Deep Learning, Pandas, Scikit-learn, React",2024-05-20
Machine Learning Engineer,Infosys,Chennai,"Looking for a candidate with experience in NumPy, Python, Power BI, Node.js, Pandas, Tableau, Deep Learning.","NumPy, Python, Power BI, Node.js, Pandas, Tableau, Deep Learning",2024-05-31
Machine Learning Engineer,Flipkart,Pune,"Looking for a candidate with experience in Machine Learning, SQL, NumPy, Docker.","Machine Learning, SQL, NumPy, Docker",2024-10-17
Cloud Engineer,IBM,Mumbai,"Looking for a candidate with experience in SQL, Spark, Pandas, React, Kubernetes, Docker, NLP.","SQL, Spark, Pandas, React, Kubernetes, Docker, NLP",2023-01-15
Data Analyst,Infosys,Chennai,"Looking for a candidate with experience in PyTorch, Machine Learning, Deep Learning, Scikit-learn, Tableau, AWS, Hadoop.","PyTorch, Machine Learning, Deep Learning, Scikit-learn, Tableau, AWS, Hadoop",2024-03-03
Full Stack Developer,Capgemini,Bangalore,"Looking for a candidate with experience in AWS, Deep Learning, NumPy, Kubernetes, Spark.","AWS, Deep Learning, NumPy, Kubernetes, Spark",2024-07-01
Machine Learning Engineer,Adobe,Chennai,"Looking for a candidate with experience in TensorFlow, Python, Pandas, Deep Learning, Kubernetes.","TensorFlow, Python, Pandas, Deep Learning, Kubernetes",2024-01-03
AI Engineer,Meta,Hyderabad,"Looking for a candidate with experience in NumPy, Kubernetes, Node.js, Pandas, Docker, AWS, PyTorch.","NumPy, Kubernetes, Node.js, Pandas, Docker, AWS, PyTorch",2024-02-15
DevOps Engineer,Google,Delhi,"Looking for a candidate with experience in Tableau, Deep Learning, Python, React.","Tableau, Deep Learning, Python, React",2023-03-25
Data Analyst,Meta,Hyderabad,"Looking for a candidate with experience in AWS, Scikit-learn, NumPy, Python.","AWS, Scikit-learn, NumPy, Python",2023-11-02
DevOps Engineer,Amazon,Pune,"Looking for a candidate with experience in Pandas, Hadoop, Kubernetes, Power BI, Java.","Pandas, Hadoop, Kubernetes, Power BI, Java",2023-01-16
DevOps Engineer,Flipkart,Delhi,"Looking for a candidate with experience in AWS, Scikit-learn, Pandas, SQL, Kubernetes.","AWS, Scikit-learn, Pandas, SQL, Kubernetes",2024-02-17
Data Analyst,TCS,Bangalore,"Looking for a candidate with experience in NumPy, NLP, Java, AWS, Power BI, Spark.","NumPy, NLP, Java, AWS, Power BI, Spark",2023-10-26
NLP Engineer,Adobe,Hyderabad,"Looking for a candidate with experience in Java, Kubernetes, TensorFlow, Power BI.","Java, Kubernetes, TensorFlow, Power BI",2024-01-01
AI Engineer,Microsoft,Pune,"Looking for a candidate with experience in Docker, Tableau, Node.js, NumPy, TensorFlow.","Docker, Tableau, Node.js, NumPy, TensorFlow",2024-03-17
Cloud Engineer,Google,Hyderabad,"Looking for a candidate with experience in PyTorch, TensorFlow, Spark, Deep Learning, Kubernetes.","PyTorch, TensorFlow, Spark, Deep Learning, Kubernetes",2023-06-22
Data Analyst,Microsoft,Delhi,"Looking for a candidate with experience in Node.js, Spark, Hadoop, Power BI, Java, Scikit-learn.","Node.js, Spark, Hadoop, Power BI, Java, Scikit-learn",2023-01-19
NLP Engineer,Adobe,Hyderabad,"Looking for a candidate with experience in Docker, TensorFlow, Java, Tableau.","Docker, TensorFlow, Java, Tableau",2023-02-19
Full Stack Developer,Flipkart,Hyderabad,"Looking for a candidate with experience in Node.js, SQL, NLP, Deep Learning.","Node.js, SQL, NLP, Deep Learning",2024-10-07
Full Stack Developer,Flipkart,Delhi,"Looking for a candidate with experience in Python, Node.js, TensorFlow, Tableau.","Python, Node.js, TensorFlow, Tableau",2023-12-22
DevOps Engineer,TCS,Delhi,"Looking for a candidate with experience in Spark, SQL, NLP, Power BI.","Spark, SQL, NLP, Power BI",2024-05-15
Cloud Engineer,Amazon,Bangalore,"Looking for a candidate with experience in AWS, Kubernetes, NLP, Hadoop, PyTorch, Java, SQL.","AWS, Kubernetes, NLP, Hadoop, PyTorch, Java, SQL",2023-09-03
Full Stack Developer,TCS,Pune,"Looking for a candidate with experience in Python, PyTorch, NLP, Machine Learning, Deep Learning, SQL.","Python, PyTorch, NLP, Machine Learning, Deep Learning, SQL",2024-06-15
NLP Engineer,Capgemini,Delhi,"Looking for a candidate with experience in Pandas, Node.js, Java, AWS, Docker, TensorFlow, SQL.","Pandas, Node.js, Java, AWS, Docker, TensorFlow, SQL",2023-08-24
Full Stack Developer,IBM,Mumbai,"Looking for a candidate with experience in Node.js, Python, React, Docker, Kubernetes.","Node.js, Python, React, Docker, Kubernetes",2024-07-23
AI Engineer,Amazon,Delhi,"Looking for a candidate with experience in Kubernetes, Node.js, NumPy, PyTorch.","Kubernetes, Node.js, NumPy, PyTorch",2024-08-04
Full Stack Developer,Google,Chennai,"Looking for a candidate with experience in Pandas, Java, Node.js, TensorFlow.","Pandas, Java, Node.js, TensorFlow",2024-09-07
DevOps Engineer,Adobe,Pune,"Looking for a candidate with experience in Spark, Java, AWS, Tableau.","Spark, Java, AWS, Tableau",2024-05-06
Backend Developer,Adobe,Hyderabad,"Looking for a candidate with experience in Tableau, React, Scikit-learn, SQL, Pandas, Spark, Node.js.","Tableau, React, Scikit-learn, SQL, Pandas, Spark, Node.js",2023-12-05
Machine Learning Engineer,Accenture,Hyderabad,"Looking for a candidate with experience in NumPy, Power BI, AWS, Deep Learning, Node.js, TensorFlow.","NumPy, Power BI, AWS, Deep Learning, Node.js, TensorFlow",2023-04-04
NLP Engineer,Flipkart,Hyderabad,"Looking for a candidate with experience in Tableau, Spark, Kubernetes, Scikit-learn.","Tableau, Spark, Kubernetes, Scikit-learn",2024-01-07
Cloud Engineer,IBM,Mumbai,"Looking for a candidate with experience in Pandas, Hadoop, SQL, Java, NumPy, Deep Learning, Docker.","Pandas, Hadoop, SQL, Java, NumPy, Deep Learning, Docker",2023-07-15
Machine Learning Engineer,TCS,Hyderabad,"Looking for a candidate with experience in Scikit-learn, NLP, Tableau, Java, NumPy, SQL, Python.","Scikit-learn, NLP, Tableau, Java, NumPy, SQL, Python",2023-11-15
Data Analyst,Amazon,Hyderabad,"Looking for a candidate with experience in AWS, NumPy, Pandas, Python.","AWS, NumPy, Pandas, Python",2023-03-15
Backend Developer,TCS,Pune,"Looking for a candidate with experience in Hadoop, NLP, Power BI, NumPy.","Hadoop, NLP, Power BI, NumPy",2023-12-19
